,reviewText,Category,overall
31769,"Eh, not so great",Beauty,0
405435,"This is candlelight and wine dinner music.No, really!",CDs_and_Vinyls,0
252629,is there a &quot;no stars&quot; option?,CDs_and_Vinyls,0
438282,"The first Cd in Korn's ""Crappy CD"" streak",CDs_and_Vinyls,0
671658,More of the Same,CDs_and_Vinyls,0
170925,A shame,CDs_and_Vinyls,0
53361,WARNING - THIS PRODUCT CONTAINS BPA,Baby,0
18645,Really Bad,Office_Products,0
222050,Dont waste your money!,Sports_and_Outdoors,0
812562,When will these guys just retire?!,CDs_and_Vinyls,0
978469,"This isn't your Mother's and Father's ""Trio""...it's your kid sister's",CDs_and_Vinyls,0
756717,Don't be fooled,CDs_and_Vinyls,0
496487,Horrible!,CDs_and_Vinyls,0
66290,"Depressing, Miserable Mellencamp CD Makes It Hard To Tolerate Others' Imperfect Social Manners",CDs_and_Vinyls,0
636320,what the...,CDs_and_Vinyls,0
120322,Poor quality,Beauty,0
83455,Worst item that I have ever reported on.,Sports_and_Outdoors,0
735758,Worse than their first two,CDs_and_Vinyls,0
18478,Good while it lasted...,Sports_and_Outdoors,0
764456,Weak,CDs_and_Vinyls,0
77656,Not for me,Beauty,0
46028,Do you like loud chaos?,Baby,0
836890,packaging sucks,CDs_and_Vinyls,0
55746,Total waste of money!,Baby,0
658675,waste of money,CDs_and_Vinyls,0
8510,Don't waste time on these. try dr browns instead,Baby,0
912649,LOVE BALLADED TO DEATH!!!!!!,CDs_and_Vinyls,0
314879,Why do flies suddenly appear every time this album's near?,CDs_and_Vinyls,0
94600,Not for us,Baby,0
594918,DON'T BUY THIS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,CDs_and_Vinyls,0
94874,Spend a little bit more,Sports_and_Outdoors,0
144840,Awful,Beauty,0
464052,What a dumb song.,CDs_and_Vinyls,0
764872,ALREADY PLATNIUM?,CDs_and_Vinyls,0
488147,I truly hoped this would be as good as they say...,CDs_and_Vinyls,0
14868,Don't waste your money!!!!!!!,Baby,0
38904,this was suppose to work?,Beauty,0
746897,Extremely disappointed with what could have been a great CD,CDs_and_Vinyls,0
153325,Bad Business,CDs_and_Vinyls,0
494370,"DOn't need this, Tom !!",CDs_and_Vinyls,0
128334,Sticky? Dirty?,Beauty,0
1014219,Not good...,CDs_and_Vinyls,0
116388,Junk,Sports_and_Outdoors,0
1012783,HORRIBLE !,CDs_and_Vinyls,0
550040,The King of Mediocrity,CDs_and_Vinyls,0
221925,OUCH!!!,CDs_and_Vinyls,0
705527,Total Garbage...,CDs_and_Vinyls,0
995641,Aggressively Bad,CDs_and_Vinyls,0
896059,Todays Headline...,CDs_and_Vinyls,0
691363,So Disappointed by the Bad Covers,CDs_and_Vinyls,0
145511,Didn't heat up,Baby,0
811443,Forget Hip Hop....This Isn't Even Good Crunk Music (1 Star),CDs_and_Vinyls,0
740832,"""Blunt"" is the ideal word for this tripe.",CDs_and_Vinyls,0
50535,More like a dog toy,Baby,0
16287,Waste of time,Amazon_Instant_Video,0
76996,My playTray broke after 1 1/2 years of use,Baby,0
908666,One for the morose hipsters.,CDs_and_Vinyls,0
670048,Awww how cute...,CDs_and_Vinyls,0
26950,corey l shover,Sports_and_Outdoors,0
266544,not the best workmanship,Sports_and_Outdoors,0
326143,"Man, this Sucks.",CDs_and_Vinyls,0
31706,silicone straw cracks quickly,Baby,0
86111,It did not work for Cats,Sports_and_Outdoors,0
179637,Spinal Tap attempts a mystical symphony,CDs_and_Vinyls,0
56722,Not worth the hassle...,Baby,0
649891,Yawn yawn yawn ZZZZZZZZZZZZZZZZZZZZZ,CDs_and_Vinyls,0
80538,"Not for me, lashes seemed to fall out more frequently",Beauty,0
247365,junk dont buy,Sports_and_Outdoors,0
6151,O.K.,Amazon_Instant_Video,0
30231,awful,Beauty,0
94271,Vivo Moisturng Day Cream,Beauty,0
728152,NOT punk,CDs_and_Vinyls,0
294667,Another overatted album by King Crimson,CDs_and_Vinyls,0
638740,Not just the worse metallica album but the worse album!,CDs_and_Vinyls,0
117774,Nothing Special,Baby,0
162124,Skip this one,Sports_and_Outdoors,0
136962,Don't waste your money,Baby,0
99437,mounts are loose,Sports_and_Outdoors,0
832941,This is as bad as SoulO,CDs_and_Vinyls,0
203500,"NOT the 1985 version if it says ""re-issued"" or ""remastered"":",CDs_and_Vinyls,0
161518,Bad for Redheads and Sensitive Skin,Beauty,0
174532,"Worked for one day, floating zero",Sports_and_Outdoors,0
154331,"Way, way more work than it's worth",Beauty,0
184031,Unbearable..,CDs_and_Vinyls,0
667625,Yikes,CDs_and_Vinyls,0
417412,oh...my...god,CDs_and_Vinyls,0
719039,Enough already!,CDs_and_Vinyls,0
65445,I would not reccomend it,Baby,0
137360,"Generic, run of the mill pop punk",CDs_and_Vinyls,0
1071411,Picking the corn out of my stool and fitting it over my teeth has more integrity than this album,CDs_and_Vinyls,0
237413,Wrong sights.,Sports_and_Outdoors,0
116704,Good if you like you baby to eat out of a dog bowl,Baby,0
129395,"If you want to rinse your face for 3 minutes, go for it!",Beauty,0
1020705,So Baaaaaaaaaaaaaaaaaaaaad,CDs_and_Vinyls,0
147867,Doesn't bypass taste buds,Baby,0
887054,Simply put...their worst album.,CDs_and_Vinyls,0
469987,You can't go back,CDs_and_Vinyls,0
433186,li wanye needs to go back to school,CDs_and_Vinyls,0
667333,No talent what so ever!,CDs_and_Vinyls,0
802358,Hinder is a disgrace to rock music,CDs_and_Vinyls,0
656411,what happened?,CDs_and_Vinyls,0
787165,No Doubt About It: She's Mental,CDs_and_Vinyls,0
210171,"Great album, but a botched reissue",CDs_and_Vinyls,0
389602,An experimental noise failure,CDs_and_Vinyls,0
54624,WHAT THE HELL IS THIS JUNK,CDs_and_Vinyls,0
36485,"Heaven is Real, But This Movie is Hell",Amazon_Instant_Video,0
819457,"Crummy concept, junk album",CDs_and_Vinyls,0
479008,Horrible,CDs_and_Vinyls,0
85056,Don't be fooled,CDs_and_Vinyls,0
42576,If I could rate this a ZERO I would,Sports_and_Outdoors,0
510198,What happened???,CDs_and_Vinyls,0
213735,This is not an SP album,CDs_and_Vinyls,0
728375,what a joke,CDs_and_Vinyls,0
138778,Well,Beauty,0
533592,Rip off.,CDs_and_Vinyls,0
527180,Puffy at his best.,CDs_and_Vinyls,0
430582,Pale Sarah McLachlan imitation,CDs_and_Vinyls,0
879063,Bruce.....Live,CDs_and_Vinyls,0
50007,Garbage! Don't waste your money!,Beauty,0
1018744,Townshend's deaf...And he proves it!,CDs_and_Vinyls,0
233365,Few are accurate,Sports_and_Outdoors,0
813219,One Of The Worse Albums of 2006,CDs_and_Vinyls,0
232206,Stack On Biometric safe... Poorly manufactured,Sports_and_Outdoors,0
6307,Nothing as others Reviewed,Beauty,0
31135,Not the right size! This will not fit 20-inch rims,Sports_and_Outdoors,0
115036,"Broke easily, difficult to adjust",Baby,0
78805,"Lasted 1 year, if that.",Baby,0
116300,Didn't Work for Me,Beauty,0
95218,Poor quality,Baby,0
116977,Maybe the worst Santana album,CDs_and_Vinyls,0
178475,"32"" Long Hair Heat Resistant Spiral Curly Cosplay Wig (Dark Purple)",Beauty,0
253817,Run time far less than promised,Sports_and_Outdoors,0
678044,I hoped for more,CDs_and_Vinyls,0
620224,Nothing Will Remain of it in six months,CDs_and_Vinyls,0
83180,stroller,Baby,0
624322,Pure crap,CDs_and_Vinyls,0
135766,Pretentious with a capital Boring!,CDs_and_Vinyls,0
8450,Does not work well enough,Beauty,0
3843,Don't waste your money and time,Baby,0
66187,Respect For Sydney Reviewer,CDs_and_Vinyls,0
685459,3 songs of traditional country are not worth it if the rest is fluff!,CDs_and_Vinyls,0
33041,Terrible swing,Baby,0
536728,Phillips 66  is  ( Out of Gas.........),CDs_and_Vinyls,0
717278,,CDs_and_Vinyls,0
140494,"It is bad, bad taste to ruin a classic",CDs_and_Vinyls,0
646708,COMPLETE RAP GARBAGE!!!,CDs_and_Vinyls,0
113176,Not worth the money,Sports_and_Outdoors,0
783535,"Have him hung, drawn and quartered.",CDs_and_Vinyls,0
141426,Terrible- sent it back,Baby,0
24423,Popped on the first bump...,Sports_and_Outdoors,0
44046,an embarassment,CDs_and_Vinyls,0
678632,Not a Girl Not Yet A Woman and Not Gonna be a Singer,CDs_and_Vinyls,0
884096,Disappointing - Overall pathetic album.,CDs_and_Vinyls,0
825866,KING OF WACK (O STAR),CDs_and_Vinyls,0
193295,Mud,CDs_and_Vinyls,0
709105,"GOOD MUSIC, POOR VALUE",CDs_and_Vinyls,0
864510,SACRILAGE,CDs_and_Vinyls,0
661059,Awful,CDs_and_Vinyls,0
267039,this cd will make you sleep til you drop,CDs_and_Vinyls,0
271468,Useless,Sports_and_Outdoors,0
176780,this the most overated album in history!!!!!!,CDs_and_Vinyls,0
449654,Yeah it does make me sick,CDs_and_Vinyls,0
729577,Weakest yet.,CDs_and_Vinyls,0
424118,Poltical dullness,CDs_and_Vinyls,0
444101,Bad Anthology Album,CDs_and_Vinyls,0
773486,Copy protection ruins the experience,CDs_and_Vinyls,0
414947,Pretentious drivel,CDs_and_Vinyls,0
425788,The Worst Maiden Album,CDs_and_Vinyls,0
814036,*beats head into keyboard*,CDs_and_Vinyls,0
238170,Thanks but no thanks,CDs_and_Vinyls,0
36842,Dreadful Brush,Baby,0
1026773,Hard to Listen to !!!!,CDs_and_Vinyls,0
161352,Great if it doesn't need to get wet.,Sports_and_Outdoors,0
776695,Yuck,CDs_and_Vinyls,0
15443,Not for well endowed individuals/connector in one piece,Baby,0
397554,About as punk as New Kids On The Block,CDs_and_Vinyls,0
615104,por varias razones,CDs_and_Vinyls,0
1025585,Boring and Bland,CDs_and_Vinyls,0
375527,hmm,CDs_and_Vinyls,0
902462,What a waste!,CDs_and_Vinyls,0
32471,Child's arm became stuck...,Baby,0
746376,Bad Advice -- Where is the Real Kelly Clarkson?,CDs_and_Vinyls,0
608317,and I thought N'sync was bad,CDs_and_Vinyls,0
311091,"Pay attention, people..this is the BOGUS recording",CDs_and_Vinyls,0
508848,i'm not supposed to waste my time,CDs_and_Vinyls,0
2962,DID NOT WORK,Beauty,0
30627,Should have done my research!,Baby,0
125882,you don't need this to load these rounds,Sports_and_Outdoors,0
639520,Thrash and speed require... ummm... talent!,CDs_and_Vinyls,0
146608,Clips broke on first use.,Sports_and_Outdoors,0
34393,NOPE,Beauty,0
174583,PEOPLE BE REASONABLE,CDs_and_Vinyls,0
140347,Buzzes when charger is plugged in,Baby,0
161686,Dee-lite. . .Disss-apointing,CDs_and_Vinyls,0
241385,Waste of money,Sports_and_Outdoors,0
816793,All the dead guest rappers in the world won't make this an enjoyable cd.,CDs_and_Vinyls,0
177713,Poorly transfered to CD.,CDs_and_Vinyls,0
559041,Godawful,CDs_and_Vinyls,0
81868,BOO! Returning overpriced dog toy!,Baby,0
12729,way too small,Baby,0
62190,Not tape,Sports_and_Outdoors,0
253639,Garbagehead,CDs_and_Vinyls,0
62452,Frustrated... be prepared to be on HOLD,Baby,0
92016,UHG,Beauty,0
271770,really?,Sports_and_Outdoors,0
175844,Maybe I got a bad batch,Beauty,0
839941,"""Misguided""",CDs_and_Vinyls,0
893710,nelly's falling off for those clubgoers,CDs_and_Vinyls,0
132935,Suction Sucks,Baby,0
320575,Bad Is Bad,CDs_and_Vinyls,0
445474,"No ""Creep"" = NO SALE.",CDs_and_Vinyls,0
1089416,"Boring, aimless noodling",CDs_and_Vinyls,0
1013372,MONEY GRAB!,CDs_and_Vinyls,0
186364,One of the Worst Albums Ever,CDs_and_Vinyls,0
8770,No Customer Service!,Office_Products,0
959131,What a Waste,CDs_and_Vinyls,0
73801,"hardly curls, poor imitation",Beauty,0
23321,Broke my face out,Beauty,0
900463,Oh my!,CDs_and_Vinyls,0
269680,it would be better if fit,Sports_and_Outdoors,0
1094126,WOW,CDs_and_Vinyls,0
249230,Works Great-If You Hate Your Bike,Sports_and_Outdoors,0
782282,what the f***?,CDs_and_Vinyls,0
671107,Weak singing doesn't do justice to Dolly's compositions,CDs_and_Vinyls,0
490033,FAIL.,CDs_and_Vinyls,0
70260,works differently,Beauty,0
713337,How to be emo,CDs_and_Vinyls,0
372712,THE WORST ALBUM OF MY COLLECTION,CDs_and_Vinyls,0
854832,GARBAGE,CDs_and_Vinyls,0
140557,Never Again,Beauty,0
819398,Another boring release,CDs_and_Vinyls,0
62873,"Ruined latch, baby swallowed a lot of air",Baby,0
319028,Kin yew spell &quot;noise&quot;? I knew yew could!,CDs_and_Vinyls,0
29808,"Horrible, horrible, horrible",Amazon_Instant_Video,0
81618,"Broken Zipper Upon Arrival - Don't waste your time, there aren't any quality checks before the product leaves the warehouse",Baby,0
53561,Not what was mailed to me,Sports_and_Outdoors,0
628676,Wow,CDs_and_Vinyls,0
852868,"Ineffective Revival,",CDs_and_Vinyls,0
70484,DON'T GET IT,Beauty,0
761351,Tedious and Pretentious,CDs_and_Vinyls,0
449671,Is this really music?,CDs_and_Vinyls,0
759318,J.Lo Please try harder! Fans are here!,CDs_and_Vinyls,0
699045,Urgh!,CDs_and_Vinyls,0
624966,Where does Corgan get off?...,CDs_and_Vinyls,0
369765,harsh and bright,CDs_and_Vinyls,0
400455,Actually 0 (Zero) stars!,CDs_and_Vinyls,0
416086,LIES!,CDs_and_Vinyls,0
541285,The epitome of all that is soulless and wrong,CDs_and_Vinyls,0
104129,This is okay...,Beauty,0
25338,1303,Amazon_Instant_Video,0
745428,oops....this wasn't what I thought it was,CDs_and_Vinyls,0
794892,Awful quality - great album,CDs_and_Vinyls,0
878042,It's not you Billy it's me...Um...no it's you.,CDs_and_Vinyls,0
130284,No leg gussts,Baby,0
45113,Very cheesy and won't last,Baby,0
16883,Don't trust your life to this filter!,Sports_and_Outdoors,0
532195,Warning! this is not a Gary Glitter Album!,CDs_and_Vinyls,0
813204,"Sadly, It's All Gone Now.",CDs_and_Vinyls,0
8896,"They did not work for me: slipped out, irrirated the skin, did not solve the problem",Beauty,0
316170,Mickey Katz must be rolling over in his grave !,CDs_and_Vinyls,0
403082,HAHAHAHAHAHAHA people like this?,CDs_and_Vinyls,0
381858,THIS LOUSY CD SHOULD COME WITH A HEALTH WARNING,CDs_and_Vinyls,0
566000,Average,CDs_and_Vinyls,0
249695,Imagine There's No Talent,CDs_and_Vinyls,0
20989,Bleh,Beauty,0
287938,show and recording a dud,CDs_and_Vinyls,0
659167,Adema is unstablisized Garbage.,CDs_and_Vinyls,0
53368,Worst baby links out there!,Baby,0
642155,Terrible,CDs_and_Vinyls,0
1020513,Why is Yo Yo Ma involved in senseless crossovers?,CDs_and_Vinyls,0
262034,"Blah, his time is over",CDs_and_Vinyls,0
90169,CRAP,Sports_and_Outdoors,0
360180,How the Mighty Have Fallen,CDs_and_Vinyls,0
490346,Dissapointing...,CDs_and_Vinyls,0
489953,doesnt deserve a star,CDs_and_Vinyls,0
834060,Important Notice:,CDs_and_Vinyls,0
66083,Get Keratin instead,Beauty,0
407443,I am Jack's utter dissapointment.,CDs_and_Vinyls,0
177213,Item not as pictured,Sports_and_Outdoors,0
412813,SOmething went miserably wrong....,CDs_and_Vinyls,0
778628,Can I give this zero stars?,CDs_and_Vinyls,0
971859,I paid for Lipsynching??,CDs_and_Vinyls,0
700755,self explanatory,CDs_and_Vinyls,0
884166,Garbage in Garbage out,CDs_and_Vinyls,0
115936,SAY IT AIN'T SO DANNY JOE!!!!,CDs_and_Vinyls,0
981063,Pretty downright awful...,CDs_and_Vinyls,0
261328,Doesn't Fit,Sports_and_Outdoors,0
759401,Each album keeps getting worse...,CDs_and_Vinyls,0
39945,"It's a clunky, ugly steel box",Office_Products,0
866315,Wow she's really full of herself,CDs_and_Vinyls,0
162022,Don't buy it...,Sports_and_Outdoors,0
697065,The current state of the industry SICKENS me,CDs_and_Vinyls,0
323970,this is ridiculous,CDs_and_Vinyls,0
81398,Not Good,Sports_and_Outdoors,0
924735,Foolishness and Mayhem,CDs_and_Vinyls,0
735917,THESE ASTRONAUTS DONT FLY,CDs_and_Vinyls,0
6069,Bootleg?,CDs_and_Vinyls,0
548392,Sonic rip-off,CDs_and_Vinyls,0
630812,A decent album if you own a set of ear plugs,CDs_and_Vinyls,0
154131,was not sealed,Beauty,0
497025,Flash In The Pan album,CDs_and_Vinyls,0
766326,Lame and embarassing,CDs_and_Vinyls,0
1078024,This was a bad idea,CDs_and_Vinyls,0
222147,Junk,Sports_and_Outdoors,0
672522,Avoid This Walking Disaster Of A Documentary Like The Plague!!!,CDs_and_Vinyls,0
62125,"This gate ONLY fits 29"" OR 40"" nothing in between.",Baby,0
132635,Doesn't clean,Beauty,0
363904,"2,000 Dollars",CDs_and_Vinyls,0
194701,pachmayer glove,Sports_and_Outdoors,0
689115,Don't bother,CDs_and_Vinyls,0
1836,Better than what?,Beauty,0
838056,Like a body without a head,CDs_and_Vinyls,0
776360,Why can't I rate this with a 0?,CDs_and_Vinyls,0
42232,Ugh...,CDs_and_Vinyls,0
1012796,It can only get better,CDs_and_Vinyls,0
50821,Bought waterproof--not for me!,Beauty,0
60705,What's in the foam?,Baby,0
809079,Horrible CD,CDs_and_Vinyls,0
681794,Take a look in the toilet,CDs_and_Vinyls,0
195544,The Sex Pistols REMASTERED?  BOLLOCKS!! That's naf...!,CDs_and_Vinyls,0
398659,His crossover career is over.,CDs_and_Vinyls,0
993158,Another CD for Hilary's Fans,CDs_and_Vinyls,0
777864,Flat & Uninspired Offering,CDs_and_Vinyls,0
729714,"Do not buy this CD, or any other that limits your rights",CDs_and_Vinyls,0
62734,Don't be fooled...,Baby,0
418079,What a shame!,CDs_and_Vinyls,0
253704,Not worth it,Sports_and_Outdoors,0
10782,No Relief,Beauty,0
1087948,A cry for applause,CDs_and_Vinyls,0
914311,"Starts great, then dissapoints",CDs_and_Vinyls,0
137691,It Does Not Even Deserve One Star!!,CDs_and_Vinyls,0
180339,Did not work for me,Sports_and_Outdoors,0
261877,Rated Tacky,CDs_and_Vinyls,0
598414,"Wow Beck, that is lame...very lame",CDs_and_Vinyls,0
33620,Meh,Beauty,0
107349,Ruined my hair,Beauty,0
10336,Calling this thing &#34;crap&#34; is an insult to real crap.,Sports_and_Outdoors,0
181211,"(1.5 stars) Well, at least it's not as bad as 4...",CDs_and_Vinyls,0
107147,Not trustworthy,Baby,0
134259,useless for my hair,Beauty,0
12767,Too many competitors....,Amazon_Instant_Video,0
20540,Horrible bottle brush for me,Baby,0
824373,Aural vomit,CDs_and_Vinyls,0
514818,progression notwithstanding,CDs_and_Vinyls,0
621142,what?!?,CDs_and_Vinyls,0
966663,"You get what you pay for - a poor quality ""unauthorised"" CD set",CDs_and_Vinyls,0
126105,Useless,Baby,0
920139,I like my version better,CDs_and_Vinyls,0
695418,This is just horrible!,CDs_and_Vinyls,0
333221,Wrong product,CDs_and_Vinyls,0
176076,I didnt like,Beauty,0
212028,Design failure,Sports_and_Outdoors,0
956753,Expected Much Better From This Artist,CDs_and_Vinyls,0
36337,Read the Book Instead,Amazon_Instant_Video,0
551666,Junk,CDs_and_Vinyls,0
404848,INSIGNIFICANT,CDs_and_Vinyls,0
115129,Does Not Work! Waste of Money,Baby,0
901511,SIMON SAYS YOU MUST BUY,CDs_and_Vinyls,0
47272,Not so good!,Baby,0
901829,They are never coming back...,CDs_and_Vinyls,0
78485,Awful smell,Beauty,0
49264,It was broken,Baby,0
763318,Future For Music Is Bleak If More Albums Like This Top The Charts.,CDs_and_Vinyls,0
845944,bad,CDs_and_Vinyls,0
97761,Bad caps that don't work well at all,Sports_and_Outdoors,0
736298,The Sucker Record Buying Public,CDs_and_Vinyls,0
16710,Women hate the smell!,Beauty,0
828002,eye candy with no real talent,CDs_and_Vinyls,0
858117,good idea wrong decade,CDs_and_Vinyls,0
141016,Please use another brand,Beauty,0
24558,Partisan Hackery Poorly Disguised As Comedy,Amazon_Instant_Video,0
852262,Actually remarkable,CDs_and_Vinyls,0
323715,"Great live, terrible on record!",CDs_and_Vinyls,0
393330,i don't get it......?,CDs_and_Vinyls,0
82044,junk,Sports_and_Outdoors,0
43533,Wouldn't work,Baby,0
626416,The beginning of crap,CDs_and_Vinyls,0
123693,Avoid at all costs,CDs_and_Vinyls,0
153231,Not enough exfoliation,Beauty,0
803497,Frisbee: C ... Beverage Coaster: C ... Music CD: F,CDs_and_Vinyls,0
272982,junk,Sports_and_Outdoors,0
2281,Lasted less than one month...,Sports_and_Outdoors,0
430451,15 Bucks For A Hockey Disc?!?,CDs_and_Vinyls,0
590007,What a steaming pile...,CDs_and_Vinyls,0
140470,That (C-word!),CDs_and_Vinyls,0
129402,Looks like a used product,Baby,0
80083,Too glittery for me,Beauty,0
690380,This is retarded,CDs_and_Vinyls,0
660183,BIG DISAPOINTMENT,CDs_and_Vinyls,0
732799,Dereck Trucks Most Boring Guitarist?,CDs_and_Vinyls,0
772477,Boycott - This CD installs virus on your computer that makes other viruses attack,CDs_and_Vinyls,0
193916,bad camera,Sports_and_Outdoors,0
209148,Really Bad,Sports_and_Outdoors,0
259487,"God, what a mess...",CDs_and_Vinyls,0
338161,Helloween's Suckfest,CDs_and_Vinyls,0
2726,Didn't order grand kids did,Amazon_Instant_Video,0
63288,Cannibal Corpse Sucks,CDs_and_Vinyls,0
165134,80% Damaged Pellets,Sports_and_Outdoors,0
407674,UNFORGETTABLE EXPERIENCE,CDs_and_Vinyls,0
710895,Huh?,CDs_and_Vinyls,0
102259,Not Buying These Again,Baby,0
524326,...,CDs_and_Vinyls,0
22171,Never Use!,Beauty,0
660290,How did he win?,CDs_and_Vinyls,0
787273,Really Trying!,CDs_and_Vinyls,0
85240,Leaks Like Crazy...Really Wanted to Like It!,Baby,0
1073869,Horrible mastering ....,CDs_and_Vinyls,0
103495,Cannot think of a reason for a star,Beauty,0
96442,Breakfast at Tiffanys no more,CDs_and_Vinyls,0
669051,some people shouldnt get record contracts,CDs_and_Vinyls,0
238860,There Are Better Beach Boy Christmas CDs Out There!,CDs_and_Vinyls,0
463558,"no clothes on this emperor, I'm afraid",CDs_and_Vinyls,0
299048,It's like watching grass grow...,CDs_and_Vinyls,0
972145,Shakira Fail,CDs_and_Vinyls,0
873768,Same old stuff,CDs_and_Vinyls,0
672171,yawns,CDs_and_Vinyls,0
785604,worst rap cd ever made?,CDs_and_Vinyls,0
116051,A  huge slice of....,CDs_and_Vinyls,0
1024502,My Thoughts On The Album and Nickelback,CDs_and_Vinyls,0
878458,Is This What the World has Come to?,CDs_and_Vinyls,0
30422,Bitter disappointment,Sports_and_Outdoors,0
418974,No,CDs_and_Vinyls,0
924218,Directionless Debut From a Unique Voice,CDs_and_Vinyls,0
224557,OUTDOORBUNKER IS SELLING CHEAP AND DANGEROUS POS FAULTY PRODUCTS & HAS  THE WORST CUSTOMER SERVICE ON AMAZON!!!!!!!!!,Sports_and_Outdoors,0
136327,Looks too pale on me.,Beauty,0
946,What an insult.,CDs_and_Vinyls,0
741978,This collection sucks.,CDs_and_Vinyls,0
27655,nanahnahh,Beauty,0
357322,Very Flat,CDs_and_Vinyls,0
663612,LUdaCrIS whAT waS Ya tHInkIN' ?,CDs_and_Vinyls,0
720776,OH MY GOD!!!  THIS IS THE BEST ALBUM EVER!!!!!,CDs_and_Vinyls,0
780858,Jesus what happened...,CDs_and_Vinyls,0
424166,God Awful,CDs_and_Vinyls,0
797458,NOSTALGIC GA GA,CDs_and_Vinyls,0
92203,knock off dont buy,Beauty,0
887887,What??,CDs_and_Vinyls,0
872624,Is Mika really Miss Piggy?,CDs_and_Vinyls,0
111917,both my toddler and i hate this thing.,Baby,0
750876,Love Pink...hate the film editor,CDs_and_Vinyls,0
605778,This stuff is the problem with the music world!,CDs_and_Vinyls,0
817761,error,CDs_and_Vinyls,0
143538,Sally Hansen polish strips,Beauty,0
143260,UTG is hit and miss. This one is a miss.,Sports_and_Outdoors,0
19835,NOT a 6-month supply,Beauty,0
626106,Get Shot 9 times....and become a star,CDs_and_Vinyls,0
102578,Dissappointed,Beauty,0
682927,Ripoffs,CDs_and_Vinyls,0
88140,Garbage,Beauty,0
489783,Linkin Park Is One of the Worst Bands Out Today,CDs_and_Vinyls,0
223243,This is NOT the original recording!,CDs_and_Vinyls,0
277969,The Emperor's New Drone,CDs_and_Vinyls,0
87150,Orangy Glow,Beauty,0
85058,It does not work for me,Beauty,0
647957,SHAME ON YOU IF YOU HAVE THIS ALBUM,CDs_and_Vinyls,0
448593,N'Sync is OUT of sync,CDs_and_Vinyls,0
136138,Not a very sturdy poduct,Baby,0
736883,MAN THIS CD IZ WACK,CDs_and_Vinyls,0
669348,Very disappointing,CDs_and_Vinyls,0
511409,HUH!?,CDs_and_Vinyls,0
872321,A Fan No More,CDs_and_Vinyls,0
669656,"Very disappointing, considering what it could have been",CDs_and_Vinyls,0
889637,Ringo Soundstage Not The Full Show,CDs_and_Vinyls,0
19848,There's actually good reviews for this???!,CDs_and_Vinyls,0
731997,"Good actor, bad singer",CDs_and_Vinyls,0
743613,Sex sells; even at Christmas,CDs_and_Vinyls,0
691929,Lethargic lullabies for a world gone absolutely mad,CDs_and_Vinyls,0
83764,"Limited range, weird noises, annoying light - I'd pass if I were you",Baby,0
543975,worst album ever,CDs_and_Vinyls,0
43196,Cushy seat absorbs urine!!,Baby,0
24877,Hollywood 's way of caricaturing,Amazon_Instant_Video,0
834235,Disappointing at best...,CDs_and_Vinyls,0
73997,"I'm a Galco Fan, but not for this holster",Sports_and_Outdoors,0
961631,Skinny Jeans are wack so are these guys,CDs_and_Vinyls,0
167195,Why are these guys always scowling?,CDs_and_Vinyls,0
280993,Poser!,Sports_and_Outdoors,0
2313,Beware!,Baby,0
596073,What the...??,CDs_and_Vinyls,0
183626,nonconcealment shirt,Sports_and_Outdoors,0
25913,"Tried it once, sent it back",Beauty,0
115270,"Bent under 200 pounds, mounting kit a MUST",Sports_and_Outdoors,0
34991,No change.,Beauty,0
59309,Horrible cushion edge,Baby,0
959215,What is this BS?!!,CDs_and_Vinyls,0
419068,Don't waste your money here,CDs_and_Vinyls,0
1053130,Hate it BUT only because the product was damaged,CDs_and_Vinyls,0
9585,Disappointed!,Baby,0
135209,Awful in sizing,Baby,0
1096129,Same old songs in a new package!,CDs_and_Vinyls,0
672483,The single star is for this sorry 1 disc version of GB,CDs_and_Vinyls,0
127012,Flat and stringy,Beauty,0
803608,"We as a society still have a long way to go, apparently.",CDs_and_Vinyls,0
986378,YAWN,CDs_and_Vinyls,0
181484,"Horrible Taste, It was Hard to Finish",Beauty,0
688684,This boy has got talent,CDs_and_Vinyls,0
833219,Good Title For A Wack Song,CDs_and_Vinyls,0
677187,Self Medicate,CDs_and_Vinyls,0
159077,Wish I read the reviews,Baby,0
330282,This album is pretty bad,CDs_and_Vinyls,0
272500,Waste of time & money!!!,Sports_and_Outdoors,0
967776,Know your  limitation,CDs_and_Vinyls,0
644353,Lamb of God's As the Palace Burns is painful,CDs_and_Vinyls,0
1081469,Not best cd,CDs_and_Vinyls,0
792640,Say NO to the stones.,CDs_and_Vinyls,0
453228,"This is not music. Mahavishnu is, but this here is not.",CDs_and_Vinyls,0
877203,WTF MATE?!,CDs_and_Vinyls,0
220403,Don't buy,Sports_and_Outdoors,0
85146,Product smelled rancid!,Beauty,0
8519,Nipples are too hard for nursing babies!,Baby,0
176927,Led zeppelin IV? Trash,CDs_and_Vinyls,0
784678,WOW...Not good....but WOW VERY BAD,CDs_and_Vinyls,0
649754,Hyped by some hypes????,CDs_and_Vinyls,0
819456,i hate this band,CDs_and_Vinyls,0
803230,Copy-protection DESTROYS the listening experience,CDs_and_Vinyls,0
161478,doesn't work:(,Sports_and_Outdoors,0
110178,Seller did not ship correct item,Sports_and_Outdoors,0
638902,steaming heap of dog crap,CDs_and_Vinyls,0
1083978,release the new songs as a separate CD,CDs_and_Vinyls,0
